,A,B,C,D,E,F
59,-0.044863591,2,0.144976867,-1.197791693,-2.973113601,0.455067958
60,5.318214094,2,3.174540772,-1.076206496,-0.853611269,-0.205961612
61,3.535534001,2,1.622199457,-0.75371524,-0.922975545,1.128203465
62,2.176904257,2,0.942737859,-0.855754222,-1.620850404,0.577824808
63,2.50933672,2,0.934374015,0.370039766,-4.65059621,0.103646104
64,0.529901091,2,-0.27475356,0.799455332,1.248877488,0.336460725
65,2.425599178,2,2.462013498,-1.799150908,-1.48488323,-1.194687149
66,0.438740173,2,0.417302198,-0.089579172,1.122088634,0.041899498
67,1.113393747,2,0.115153863,-0.088689571,1.853000536,0.770261613
68,1.260483054,2,1.24674164,-0.902358371,0.205604144,0.982213326
69,4.716032733,2,3.492505002,-0.695401248,-5.116385409,-0.577145344
70,1.352971584,2,1.151267005,0.144412489,-2.239908576,0.267920705
71,-1.018747228,2,-1.60305693,0.932346072,1.214264263,0.098276961
72,-0.806497103,2,0.382715178,0.890296295,3.337300401,0.447600164
73,2.351161957,2,1.633401084,-2.582219943,-1.815489621,-1.488039768
74,-0.462703721,2,0.054362568,-0.409709901,-1.119117476,0.452627048
75,0.83329806,2,0.031395469,-0.342328381,-1.035210414,0.281297038
76,2.349457178,2,0.993854331,0.029973384,0.346277355,0.256312489
77,2.041171166,2,1.694272015,1.860980803,-3.231780239,-0.515310932
78,0.388703805,2,1.09768203,1.544938728,2.19571921,-0.833791481
79,2.627593498,2,0.386121651,-1.951594199,-1.349407559,-0.487813184
80,2.151033367,2,0.581073969,-0.762359169,0.452514998,0.318452536
81,3.828422049,2,1.944206835,-0.955888929,-2.362412452,0.594865237
82,0.817986012,2,0.653766047,0.05374275,-2.217232893,1.153185164
83,2.64296161,2,1.316953934,0.404280633,-2.175744198,0.386418787
84,3.263671259,2,1.247622478,-1.638926322,-0.564333876,-1.296335921
85,-0.021736037,2,0.781709966,0.004566576,-1.826636941,-0.578789303
86,2.940093272,2,1.284644699,-3.154967119,0.199474033,-1.461246963
87,2.150106455,2,3.810022999,1.96114863,-3.434885376,-0.812707919
88,2.645961688,2,2.534025445,0.10757216,-3.036195445,0.646945267
89,2.865028389,2,1.026614558,-0.553512644,-2.161471825,0.642616172
90,0.701847406,2,-0.800745926,-1.927432055,4.169342279,-1.662295641
91,3.704235359,2,3.022688167,-2.15399961,-1.828071905,-1.364804375
92,0.052635906,2,0.974690399,-0.4191298,-1.706868174,0.894054137
93,-0.348100977,2,-0.180259042,0.518197012,1.701280568,0.064904117
94,3.153600247,2,0.557808052,-2.547299153,-0.372470123,-0.812671177
95,1.813043364,2,1.286330353,-1.668795859,0.128801326,-0.981832803
96,0.909779761,2,-0.423497219,3.151105343,0.960245903,-1.505753613
97,1.884573033,2,2.194632031,-1.911416171,-1.273714845,-0.361621018
98,2.395141298,2,-0.385785766,-1.284479819,1.053434262,0.26927839
99,3.392455392,2,1.189999806,-1.737786202,-1.899504233,-0.243291779
