,A,B,C,D,E,F
38,2,0.601401714,-0.51590306,-0.239133804,0.47384846,1.050971318
39,2,0.601382414,0.556974901,-2.314257002,-2.113870777,-1.890321708
40,2,2.439372837,2.555904967,-1.697192462,-2.974283205,-1.07256619
41,2,0.208382611,1.05963926,-1.438643088,-2.55148481,-0.091711597
42,2,0.238026732,-2.281825137,-0.972207913,2.084450667,0.059960805
43,2,0.490028769,1.609278852,-1.627504432,-0.980604956,-0.485934989
44,2,-3.259071211,1.695814949,0.25368808,-0.36273952,0.647671303
45,2,0.88070325,1.035615655,-2.86564408,0.17270945,-1.578334435
46,2,-7.393274695,3.507902875,0.66996671,-2.250906934,0.541941451
47,2,0.446738685,-1.028405168,0.470913261,1.092101413,1.287073179
48,2,0.348043098,0.38599381,-1.481000903,-1.30348042,-0.949123424
49,2,0.491509692,-0.401851402,-2.581217475,3.498122883,-0.762940109
50,2,0.153849294,0.565324275,-0.895388094,-1.618149039,0.947320172
51,2,0.019645548,1.834978627,-1.404817287,-1.275228389,-0.661452472
52,2,2.790192115,-1.501056224,1.184902691,-2.577019785,-0.651360178
53,2,0.6503338,0.501205734,-0.712094503,-0.154594896,0.374653315
54,2,-1.369010786,1.444685068,0.467759797,-1.895948254,0.161238043
55,2,0.298468838,1.198746819,-1.206845319,-1.281846379,-0.046305103
56,2,0.77877649,1.613408307,0.725699666,-1.077205698,-0.244534676
57,2,-0.620598477,2.906468474,1.700103992,-4.460066601,-0.590801993
58,2,0.668988008,0.385814788,-2.57750552,-0.893403668,-1.402739818
59,2,1.173699101,-0.20547421,-0.526321995,-2.610340604,1.156558907
60,2,0.08987133,0.446322084,-1.34523844,0.336910246,-0.052399653
61,2,0.24564298,1.022898601,-0.724107457,-0.801628087,0.252510241
62,2,1.419804262,-1.759679828,0.082107075,0.354882762,0.062136674
63,2,0.765017795,3.574886947,1.889693401,-5.022743876,-0.95073094
64,2,1.191621751,1.751066054,-1.001110782,-4.027093761,-0.23892692
65,2,0.879364891,-0.510293014,-0.299951543,1.776247763,0.881324722
66,2,0.102765154,1.124872439,-0.841775903,-1.47936755,-0.584252134
67,2,1.60002607,2.158006861,-1.248561744,-0.030370116,-1.655368373
68,2,0.976552637,3.643710183,-3.348791145,-1.718139433,-0.250215099
69,2,-0.498850374,-2.857396502,-2.061243733,3.464063025,-1.321701261
70,2,0.349117962,0.639572395,-1.574784801,-1.374988059,-0.758954939
71,2,3.077657492,-1.772716314,-0.078890095,1.626812596,0.892416648
72,2,0.500642495,0.472236797,0.257007727,-1.274206953,0.487653366
73,2,1.102299482,0.943655108,-1.552539688,-3.390188457,-0.20239611
74,2,0.525504508,-0.740331186,0.062839734,1.379403838,-0.009904046
75,2,0.85453479,0.055297902,-1.133618327,-0.223358518,-0.934413372
76,2,0.696646392,0.515979333,-1.796155757,-3.009896689,0.102024223
77,2,-2.570135853,1.500165729,-1.195906399,-1.809257953,0.102804337
78,2,1.187330117,1.829962432,-1.151526329,-1.359281129,0.206607607
79,2,0.752630895,-1.085989184,-2.12472324,-1.278094933,-1.495115158
80,2,3.310324995,-1.847674359,0.691780948,0.814249842,1.459105831
81,2,0.071048852,2.391993919,-1.504599639,0.344894777,0.391036491
82,2,-0.761620671,0.952148546,0.412056377,-1.952981533,0.251807147
83,2,0.774294723,-0.44560868,-0.526651786,-2.232261484,0.975456131
84,2,0.699812415,-0.029437225,0.143109516,1.354762594,-0.024958666
85,2,1.148833561,1.753922026,-0.390640171,-0.832487635,0.342366633
86,2,0.091180323,-0.545538069,-3.718416243,-0.983030446,-1.385734246
87,2,1.01726627,0.035649746,-3.771676509,-0.350437729,-1.172079871
88,2,0.057599309,2.194767205,-2.468763816,-2.059798222,-1.094013985
89,2,-0.947524985,3.696295254,0.935316528,-2.779181811,0.884496243
90,2,0.742323511,-1.478766925,0.949816949,3.825281147,-0.162006762
91,2,-0.072965463,1.541888581,-0.611446895,-1.801655702,-0.361634926
92,2,-1.894559145,2.006165442,-0.426066063,-2.386090804,0.804822694
93,2,1.066006749,4.435370622,-0.760953094,-2.826398355,0.349633058
94,2,-0.957542113,2.508836923,-1.049871864,-0.976778753,-0.057322506
95,2,2.293091049,-0.924079918,-0.547877413,1.693001115,-0.029772558
96,2,3.1371909,3.019719184,-2.000568307,-5.171653763,-0.301866749
97,2,2.550116685,2.162299548,-2.413832083,0.208572377,-1.818909781
98,2,0.905562916,-0.30217405,-3.571399288,-1.851260109,-1.836902182
99,2,2.907836623,2.894768437,-0.656079254,-3.003742932,0.376703304
