,A,B,C,D,E,F
41,0.744467992,0.832109085,0.257885296,-1.689966861,-0.709749065,-1.399322288
42,2.125245168,-1.308681902,1.568491622,0.324605409,-0.068826139,-0.056850848
43,3.868899371,1.778983128,1.829943125,-2.995057744,-2.23642243,-1.522611787
44,1.844096259,1.702568871,1.199192368,-2.59068162,-2.986560539,-0.423202799
45,1.91341247,0.305405107,1.977518183,-1.207019487,-1.38693146,-0.380176643
46,1.842308215,5.033039402,-2.218459058,-1.576907626,3.031287701,-0.094377641
47,1.235012928,0.315434246,1.13038405,-1.967458853,-2.186087637,0.512020784
48,2.530838443,1.776891561,1.574348695,-0.862911533,-2.417445865,0.918791048
49,0.332434106,0.927634887,0.285207513,-2.050585398,2.50252288,-0.955112632
50,1.619223283,0.615353229,0.578360906,-1.570897738,-0.245471881,-0.161698731
51,0.235439533,1.37203402,-1.070143479,-0.99500346,-0.959504963,0.094830519
52,1.504195805,0.326012258,0.345254556,-0.912100477,-0.536013448,0.686228389
53,1.097374972,0.413042424,0.071405574,1.982890845,-0.529335231,-1.344975461
54,3.405688794,-2.508734086,2.471934059,-0.469981896,-3.090052822,1.044466168
55,0.57305147,1.574003013,-0.683155831,1.687218831,-2.522699321,-0.85163219
56,2.085315672,0.549766357,2.054891712,-2.846908725,0.33174878,-1.837314394
57,2.076367221,0.308876052,1.069985163,-1.879928596,-0.050306099,-1.172948404
58,-1.66937043,1.282227605,-1.693198454,2.995924067,1.910767222,-2.044533069
59,2.213337278,-7.12440066,3.921015524,0.951440704,-1.630716379,0.374584523
60,2.479112624,0.397824654,1.519038596,1.075936084,-3.383457331,-0.489903305
61,1.337518909,0.170903628,1.335499936,-1.293920435,-2.970521258,-0.858814171
62,-0.922527455,0.178119958,-0.884274825,1.823859199,0.456607878,-1.09456426
63,1.910508116,0.617973059,2.000916582,0.708812857,-1.027344844,0.733584077
64,0.395878876,-1.737362621,0.975217053,0.284621756,0.340282561,0.131763353
65,3.262884209,0.024196954,1.269380739,-1.428428354,-1.508934133,-0.231792598
66,2.212690797,-0.603860578,2.40700518,0.346543905,-4.074597052,-0.396342322
67,1.781799189,0.341612232,-0.170458204,-0.741414839,0.211816048,0.316912962
68,3.604318714,-3.002579822,2.439418261,-2.496578735,-1.35760177,-0.640455613
69,-0.80881073,-0.163069477,-0.856221324,-3.311534978,3.555644977,-1.745255544
70,5.239526924,2.396778341,2.601430486,-1.757140198,-1.082950035,-0.18223323
71,-0.509727369,0.849185121,-1.861619482,-0.26731072,3.499363217,0.535357409
72,0.782862249,1.594542449,-1.230067541,0.523238922,0.798799627,1.651928317
73,-3.104587079,1.551976481,-1.734887461,2.702081492,1.291380563,-2.072012372
74,2.904994622,0.6984618,1.904077001,-1.206145593,-1.487688491,-0.152468575
75,1.308371273,0.713863651,1.14274781,-1.644459736,-2.643259898,-0.952140912
76,0.33305806,0.936076555,-0.912537715,-0.136136789,0.281685367,0.523632599
77,3.732856264,0.865653394,2.084804133,-0.420376275,-3.719658085,0.315820356
78,-1.603632099,0.748057529,-1.647298122,-1.141091127,0.386127133,-0.217874707
79,1.748263661,1.947754931,2.324570211,-2.097618821,-1.852941463,-0.926367469
80,-1.653489767,1.698156655,-1.344270619,0.667845395,0.882955481,-0.315760055
81,1.258238775,1.470601104,1.148575642,-1.753155315,0.82053383,-0.127121053
82,1.824797787,0.353860264,1.674432923,2.549743614,-3.362732298,-1.884139146
83,2.421419108,-1.536443937,1.561546162,-0.751824516,-1.280163406,-0.205510697
84,2.13586845,0.927599308,1.400203969,-2.10429425,-2.863621092,-1.01181549
85,2.167164515,0.56046609,0.263180399,0.679050608,1.467237798,0.22800079
86,2.149327199,1.523764558,1.851754066,-3.358468624,-2.190668703,-2.641197716
87,4.727232486,-0.777698629,2.886768048,0.270638241,-3.202618689,0.234325227
88,1.137650734,0.31479812,-0.960853566,-0.18892271,2.363712023,0.9171161
89,0.616316226,-0.137697147,0.585135632,-1.585375648,-0.580702229,-0.079940829
90,3.687228275,-4.153982251,1.903436507,2.641623627,0.103469698,-1.052585689
91,2.006094186,-3.558874585,2.415600288,0.357996867,-2.062899484,1.055381303
92,-1.14941455,0.577742722,-0.899982539,-0.999681497,-0.561612429,0.827757715
93,1.173330251,3.545137338,-1.757945027,-2.545320153,3.371371876,-1.762958565
94,2.847400552,0.835247031,1.183839339,-0.733591203,-1.691956859,0.805028104
95,0.123944639,0.910518059,0.077359142,-0.497879104,-0.95840369,0.441902984
96,-1.637231327,0.955724363,-1.916332371,0.788284425,-0.545441024,0.578332369
97,-0.320494254,0.861808432,-0.087052992,-1.030002598,-0.802518202,-0.316316967
98,-0.149884266,0.521879091,-0.168067883,0.187654926,1.207219467,0.281465552
99,1.67744858,1.159987486,1.066085429,-2.627849348,-1.41887996,-1.925449243
