,A,B,C,D,E,F
34,2.222199461,0.330214042,2.217290556,2.013864179,2,-0.256279381
35,-0.248520295,0.538788251,-1.152318101,0.484466407,2,0.383216921
36,-0.394798856,0.960709386,-0.163392533,0.800739955,2,0.1734318
37,1.808757332,0.938494341,1.177898134,0.43560987,2,-0.070588274
38,-1.522161984,1.039236792,-1.506372189,1.10629211,2,0.360983742
39,2.848542047,0.648282039,0.992257856,0.39324038,2,1.024288743
40,4.209714228,-2.149973798,3.458896077,0.42222538,2,0.307749258
41,3.185288725,-2.001024219,1.848704171,1.053203315,2,0.266245715
42,-0.167321471,1.437245956,-0.225877817,1.201813164,2,0.72096755
43,0.780024659,0.529915115,0.61766705,-0.851625389,2,0.029187849
44,0.10909904,0.925022344,0.250325513,-1.312625946,2,-0.069189587
45,4.214203384,-3.872183301,2.787928871,1.568904421,2,-0.841791295
46,-0.852328704,1.812290222,-0.754353026,0.673803586,2,0.087434971
47,2.155068339,0.540340561,1.158774405,1.675947226,2,0.312182839
48,1.278175086,0.972824812,0.158729746,-0.634008496,2,0.578562179
49,1.691892764,-0.12959321,0.700531226,2.506409401,2,-0.691765212
50,0.512334527,-0.225296547,0.535193154,1.022211754,2,-0.204733026
51,2.1858201,0.03106524,2.183163336,2.231875888,2,-1.071764637
52,3.32725382,-1.260354805,1.249690248,1.497150674,2,-0.866478628
53,4.958741638,-0.716881641,3.978664199,1.916651047,2,-0.076252397
54,4.120172764,-2.160899286,2.677021425,-0.068940485,2,1.157669773
55,0.53929446,0.655800112,0.38129505,2.579945387,2,-1.521119659
56,5.396956415,0.814229592,3.456668462,0.585941909,2,0.102822499
57,1.412163953,1.320300504,1.611813264,-0.388065251,2,-0.05348433
58,0.938541683,0.787815385,1.14737983,1.725495079,2,-0.564729418
59,1.094391564,-2.294567009,1.76751977,0.394255538,2,0.350279582
60,-0.06911176,-0.251242935,-1.096328643,-0.420380731,2,0.382529514
61,-0.277895684,0.863244843,0.205943965,1.852552051,2,-1.753134785
62,1.630125221,0.675432871,-0.19278274,-0.827053313,2,1.223878172
63,2.288520787,0.684852298,2.269992231,2.882258432,2,-1.418396451
64,-1.299449659,1.181093713,-1.781455216,0.695811494,2,0.319004525
65,1.583652364,0.508364445,0.4966419,-0.455058847,2,-0.110718598
66,2.496367904,0.472621793,1.559894287,1.640722374,2,-0.311892337
67,2.933655267,0.386553952,2.06457197,-1.22687946,2,0.378948437
68,0.268320158,0.619981817,-0.607031455,3.619644474,2,-1.252538977
69,1.558165051,1.301128309,-0.596180799,-0.409305726,2,-0.071435901
70,3.170791787,0.417793828,1.366146598,-0.632407435,2,0.282927993
71,4.065974544,-6.012203083,4.501188712,2.973888363,2,-2.368794825
72,-0.748034848,0.816740224,-0.431723957,1.901692316,2,-0.998333617
73,3.729481807,2.76283118,3.049750171,1.597011095,2,-0.597720513
74,-1.469135999,1.452735066,-1.538619528,-1.960096208,2,-1.108228304
75,3.81859071,-0.125000626,1.82381187,1.610853833,2,0.536720322
76,0.45162059,1.13218216,1.063503255,-0.193553298,2,0.235204654
77,1.372099603,-5.255153278,3.212776004,2.005115043,2,-0.910554236
78,-0.17302066,1.206765169,-0.353264008,1.211776855,2,-0.435824523
79,4.008668335,-0.259003061,3.033307746,1.974468935,2,-1.435689725
80,2.244012003,2.297385754,2.924845975,-1.234897328,2,-0.883713672
81,-0.071428563,0.535615329,-1.092527804,1.801539276,2,-0.265692764
82,0.646788566,0.088389224,0.640671967,-0.030046197,2,0.659368895
83,3.706063575,0.095595966,2.744169713,2.713333449,2,-1.062290365
84,3.264255032,-1.442293261,1.758679899,1.313085037,2,-0.955013132
85,2.375519967,0.460785209,2.126694606,1.206342661,2,-0.676104843
86,-2.543744217,3.258365051,-1.501484864,1.724359262,2,-0.091923581
87,-1.869873403,1.1480525,-2.345507019,1.309380419,2,-0.350363633
88,1.066554516,0.269638978,1.119771465,2.610502794,2,-1.034957859
89,0.915211653,0.380065798,-1.067580807,-3.34032788,2,-1.746162297
90,1.917633546,-0.368962121,1.855688373,0.718314348,2,-0.142483423
91,3.568652651,2.894106126,2.713514167,-2.109269568,2,-1.415016674
92,1.29981393,0.055620786,0.292824777,2.140292612,2,-1.554039644
93,0.870574966,0.530725394,0.734176647,-1.106280326,2,-0.2379212
94,-1.740728096,1.883963409,-2.250988191,0.867825378,2,-0.11287769
95,1.198457509,-0.154776117,1.268343976,0.631648793,2,0.464061655
96,0.912240496,0.462485474,0.777786972,2.394712012,2,-1.081580662
97,-0.471322565,0.570908561,-0.273184162,1.657848303,2,-0.930503635
98,0.66155979,0.346254554,0.621190545,1.471815066,2,-0.353526171
99,0.281908052,0.404849635,0.215477205,-0.360311941,2,0.206169923
