,A,B,C,D,E,F
90,0.458361419,0.63980632,0.723130472,-1.794668301,-2.294831777,2
91,-0.129046796,0.119815758,-0.100725126,1.659595145,0.770901495,2
92,2.032065332,0.094144671,1.052049163,0.424343632,-2.088207883,2
93,-1.57852514,1.795368827,-0.885890236,0.904193767,3.05503105,2
94,2.809028073,0.518585264,1.921082488,0.453853258,-3.222915267,2
95,1.564440999,0.276515304,0.603675043,-0.592101072,0.359068435,2
96,0.711489476,0.885020246,0.780589913,-0.650766174,-1.225655823,2
97,0.27477636,0.957201542,0.233038525,-0.949344503,-1.632903562,2
98,1.763392166,0.67659306,0.885897028,1.507773981,-0.068432878,2
99,3.320952491,-0.003898962,3.320233142,0.42689156,-0.934159632,2
