,A,B,C,D
103,1.775888573,-2,0.459285825,5.775888573
104,0.267534078,-2,-0.888183734,2.267534078
105,2.249716381,-2,1.051087206,5.249716381
106,1.356741653,-2,0.831939689,4.356741653
107,1.14424969,-2,0.069895787,5.14424969
108,1.067916098,-2,0.141853844,4.067916098
109,2.002410101,-2,0.54821441,4.002410101
110,0.227847542,-2,0.813290634,3.227847542
111,2.483325885,-2,0.075957489,4.483325885
112,-2.050468184,-2,0.298978394,-0.050468184
113,-0.107942862,-2,0.236344056,1.892057138
114,0.2185299,-2,-0.621888368,3.2185299
115,0.203300664,-2,-1.61973502,2.203300664
116,1.560013298,-2,0.630160648,4.560013298
117,0.430394833,-2,0.62337588,3.430394833
118,2.547565497,-2,1.452915031,5.547565497
119,1.308692665,-2,1.002168491,3.308692665
120,1.95632574,-2,1.025726731,5.95632574
121,0.634790318,-2,0.287009445,2.634790318
122,-0.590596179,-2,2.22136315,2.409403821
123,0.521931309,-2,-1.482468685,3.521931309
124,-4.480383516,-2,0.648113071,-0.480383516
125,-0.190264312,-2,0.838874036,2.809735688
126,0.408337062,-2,0.982316082,3.408337062
127,3.224349624,-2,2.307769331,6.224349624
128,2.294621252,-2,0.869560596,4.294621252
129,6.271149689,-2,0.155877607,9.271149689
130,3.235790055,-2,2.42006341,5.235790055
131,1.138636059,-2,1.414815267,4.138636059
132,1.247490592,-2,0.528498186,3.247490592
133,-1.074609857,-2,-0.829352825,0.925390143
134,2.169059468,-2,0.995694371,5.169059468
135,1.162028524,-2,0.4424307,3.162028524
136,3.696453509,-2,2.1194942,5.696453509
137,1.487230406,-2,-0.043961698,4.487230406
138,1.512503754,-2,0.520174128,4.512503754
139,-0.409543895,-2,-0.468423736,2.590456105
140,2.26619712,-2,1.263261127,4.26619712
141,0.033064619,-2,2.585835908,3.033064619
142,-3.130797864,-2,0.790351692,-1.130797864
143,3.662690366,-2,0.309240775,5.662690366
144,0.940755913,-2,-0.107354399,3.940755913
145,2.092576763,-2,1.014817591,5.092576763
146,1.825288753,-2,-0.521020254,3.825288753
147,1.253138329,-2,0.317143759,4.253138329
148,1.883546276,-2,1.233385551,3.883546276
149,2.526614235,-2,1.371618296,4.526614235
150,2.06569647,-2,1.005624603,6.06569647
151,1.656698263,-2,0.699077367,5.656698263
152,1.618708257,-2,0.822008999,3.618708257
153,-0.187430012,-2,0.402632787,2.812569988
154,-0.204811428,-2,0.650461504,1.795188572
155,-1.136675178,-2,0.380437456,2.863324822
156,-0.326012764,-2,0.887198998,2.673987236
157,0.62932177,-2,0.246477023,3.62932177
158,0.387141494,-2,1.579217387,4.387141494
159,-0.597009736,-2,-1.529883379,1.402990264
160,1.730914799,-2,0.80501467,3.730914799
161,3.999861216,-2,2.549543981,5.999861216
162,4.45225568,-2,0.998060099,8.45225568
163,3.343770926,-2,0.49860827,5.343770926
164,1.385056229,-2,0.256259318,5.385056229
165,0.12425019,-2,-1.138467115,2.12425019
166,0.879765204,-2,0.221086611,2.879765204
167,2.843955758,-2,2.0767052,5.843955758
168,-0.074612881,-2,-0.989276197,1.925387119
169,1.696549549,-2,1.277174116,4.696549549
170,-0.999372708,-2,-0.430820165,2.000627292
171,1.716267341,-2,-1.443776123,3.716267341
172,-1.04067794,-2,-0.822207675,1.95932206
173,0.840677939,-2,0.287520772,2.840677939
174,0.321473334,-2,-0.453747342,4.321473334
175,0.271140424,-2,0.095696897,2.271140424
176,1.389816918,-2,0.724626895,3.389816918
177,1.964616919,-2,0.842511163,5.964616919
178,-0.592401939,-2,-0.589542824,2.407598061
179,0.956478691,-2,-0.108142393,3.956478691
180,-0.240401616,-2,0.51524237,1.759598384
181,3.725347398,-2,1.447347869,5.725347398
182,1.062753476,-2,0.743170313,4.062753476
183,0.764316093,-2,-0.167201264,3.764316093
184,-0.469773364,-2,-1.453371878,1.530226636
185,-1.824803856,-2,-0.05554885,0.175196144
186,-0.707329493,-2,-1.608076703,3.292670507
187,0.961503788,-2,0.341517959,3.961503788
188,1.642564819,-2,0.831214431,3.642564819
189,-2.602578414,-2,-0.438681352,0.397421586
190,3.434624937,-2,2.596782356,6.434624937
191,2.483131167,-2,1.40506711,4.483131167
192,1.989262649,-2,0.961998604,4.989262649
193,0.76658663,-2,-0.12475395,3.76658663
194,4.894505258,-2,3.2194427,6.894505258
195,0.526375069,-2,-0.081656492,4.526375069
196,2.924409318,-2,0.133095774,5.924409318
197,0.145776986,-2,-0.981840888,3.145776986
198,1.336168953,-2,0.99506044,3.336168953
199,1.755999789,-2,-0.362272549,3.755999789
200,2.485847908,-2,-0.160447859,5.485847908
201,0.023698274,-2,-0.066796764,4.023698274
202,0.756124285,-2,-0.185351713,3.756124285
203,4.186690475,-2,2.21082907,6.186690475
204,-1.7506521,-2,-0.443211802,2.2493479
205,-0.696970092,-2,-0.378121252,2.303029908
206,1.220357425,-2,0.208429987,4.220357425
207,4.073279515,-2,3.188805619,6.073279515
208,3.281720169,-2,0.533323045,5.281720169
209,0.847171472,-2,0.329339913,2.847171472
210,3.453570453,-2,3.120595005,7.453570453
211,1.006572965,-2,-0.817702514,5.006572965
212,1.134168652,-2,-0.184348547,4.134168652
213,0.127694231,-2,0.553454007,2.127694231
214,0.791811825,-2,-1.136859985,3.791811825
215,0.501729053,-2,0.156390457,3.501729053
216,2.542494367,-2,0.370375065,5.542494367
217,0.716360393,-2,-0.479001254,2.716360393
218,0.872866672,-2,0.29412872,2.872866672
219,0.945763902,-2,0.191639382,4.945763902
220,2.116667758,-2,-0.001276441,5.116667758
221,2.949504743,-2,-1.023343545,4.949504743
222,0.799073307,-2,-0.226166472,3.799073307
223,3.419528652,-2,1.969725154,7.419528652
224,1.394235502,-2,1.426115363,4.394235502
225,1.011887788,-2,0.699070893,3.011887788
226,1.407046298,-2,0.300196865,4.407046298
227,3.164938317,-2,1.096412401,5.164938317
228,0.423732384,-2,-2.117049638,3.423732384
229,1.099614609,-2,-0.326659938,5.099614609
230,2.797940934,-2,1.506105642,4.797940934
231,-0.190933746,-2,-0.394014723,1.809066254
232,2.104752448,-2,1.191306936,5.104752448
233,3.185643008,-2,0.793397848,6.185643008
234,3.92447262,-2,0.869514893,7.92447262
235,2.147952887,-2,-0.17299901,5.147952887
236,1.2005703,-2,-1.219818293,4.2005703
237,2.696553764,-2,0.597827419,6.696553764
238,-0.41946046,-2,-1.788160711,1.58053954
239,3.578130812,-2,1.868938715,6.578130812
240,0.541267856,-2,1.228573975,2.541267856
241,0.817542856,-2,-0.173805483,2.817542856
242,0.347471683,-2,0.129027199,2.347471683
243,4.980736878,-2,2.308835211,7.980736878
244,1.090804173,-2,-0.459943271,5.090804173
245,2.201775596,-2,1.402186064,4.201775596
246,-0.455303285,-2,-1.563965894,1.544696715
247,0.426212711,-2,-0.373743855,4.426212711
248,-1.943606122,-2,-1.179823693,1.056393878
249,-0.156557134,-2,0.581334421,1.843442866
250,4.033890112,-2,1.223605015,7.033890112
251,1.349854794,-2,-0.041977325,4.349854794
252,0.498992228,-2,-0.166812877,2.498992228
253,1.011737949,-2,0.241452309,3.011737949
254,5.348816496,-2,1.652884463,7.348816496
255,-1.76488387,-2,-1.443309229,0.23511613
256,2.750917478,-2,1.895052236,5.750917478
257,2.965175558,-2,1.529075998,5.965175558
258,-0.884953105,-2,-1.2305607,2.115046895
259,1.806885704,-2,0.256987117,4.806885704
260,-0.655937185,-2,-0.491048184,2.344062815
261,0.887314617,-2,0.471027994,2.887314617
262,0.649691398,-2,-0.549633831,3.649691398
263,-0.584061325,-2,-1.266977707,2.415938675
264,0.396654321,-2,1.842508003,2.396654321
265,-1.024766546,-2,-1.606263752,1.975233454
266,1.985273748,-2,0.736846115,5.985273748
267,2.222861709,-2,-1.324024738,5.222861709
268,-1.010428826,-2,0.034554396,0.989571174
269,1.604858849,-2,1.124048811,3.604858849
270,1.071048991,-2,-0.294715608,3.071048991
271,-0.874992013,-2,-0.865756167,1.125007987
272,-1.650353322,-2,-2.02370849,0.349646678
273,0.903048645,-2,0.061418627,4.903048645
274,1.528250772,-2,0.443192843,3.528250772
275,-2.767945408,-2,-0.340158044,-0.767945408
276,1.800993434,-2,-0.191468493,3.800993434
277,2.993013941,-2,1.84497743,5.993013941
278,3.140593223,-2,1.30394645,5.140593223
279,0.685012888,-2,-0.468214444,2.685012888
280,2.602424065,-2,1.603681585,4.602424065
281,2.549833489,-2,0.595702659,5.549833489
282,1.595299677,-2,0.394908047,4.595299677
283,2.058734331,-2,0.760298939,6.058734331
284,1.372384657,-2,-0.377228031,3.372384657
285,-0.15898663,-2,-1.30831207,1.84101337
286,1.10619062,-2,0.03465609,4.10619062
287,2.560041273,-2,0.499470786,4.560041273
288,-1.453293268,-2,0.843620021,0.546706732
289,0.228528614,-2,-0.368537873,2.228528614
290,-1.617661909,-2,-0.408014757,0.382338091
291,0.137278154,-2,-0.878087732,3.137278154
292,3.368302547,-2,1.534352599,5.368302547
293,1.76376192,-2,1.042581501,3.76376192
294,3.343475232,-2,1.69721647,7.343475232
295,3.761236161,-2,2.11952942,5.761236161
296,0.058528992,-2,0.926171934,2.058528992
297,2.881626124,-2,1.811466656,5.881626124
298,4.462934956,-2,0.57512197,8.462934956
299,-0.08947565,-2,-1.490145725,3.91052435
